"","player","level","gender","division","team_name","Turns","Ds","Assists","Points","plus_minus","team_games","turns_per_game","ds_per_game","ast_per_game","pts_per_game","pls_mns_per_game"
"1439","Jonah Tannen","Division 3","Men","Division 3 Men","Carleton CHOP",9,0,4,3,-2,6,1.5,0,0.666666666666667,0.5,-0.333333333333333
"1440","Jill Analla","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",2,0,0,0,-2,6,0.333333333333333,0,0,0,-0.333333333333333
"1441","Jade Bing Zalaznik","Division 3","Women","Division 3 Women","Middlebury Pranksters",5,1,0,2,-2,5,1,0.2,0,0.4,-0.4
"1442","Jackson Forebaugh","Division 3","Men","Division 3 Men","St Olaf Berzerkers",2,0,0,0,-2,6,0.333333333333333,0,0,0,-0.333333333333333
"1443","Jack Huysmans","Division 3","Men","Division 3 Men","Bates Orange Whip",3,0,0,1,-2,6,0.5,0,0,0.166666666666667,-0.333333333333333
"1444","Iris Wiedmann","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",2,0,0,0,-2,5,0.4,0,0,0,-0.4
"1445","Holly Frank","Division 3","Women","Division 3 Women","Occidental WAC",2,0,0,0,-2,6,0.333333333333333,0,0,0,-0.333333333333333
"1446","Hannah Omodt","Division 3","Women","Division 3 Women","St Olaf Vortex",8,1,5,0,-2,5,1.6,0.2,1,0,-0.4
"1447","Griffin O'Neal-Freeman","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",20,6,10,2,-2,6,3.33333333333333,1,1.66666666666667,0.333333333333333,-0.333333333333333
"1448","Greta Wilbur","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",5,0,0,3,-2,5,1,0,0,0.6,-0.4
"1449","Erin Ries-Juncker","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",2,0,0,0,-2,5,0.4,0,0,0,-0.4
"1450","Erin Durkin","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",16,8,1,5,-2,6,2.66666666666667,1.33333333333333,0.166666666666667,0.833333333333333,-0.333333333333333
"1451","Erik Arnold","Division 1","Men","Division 1 Men","Vermont Chill",2,0,0,0,-2,5,0.4,0,0,0,-0.4
"1452","Emma Remien","Division 1","Women","Division 1 Women","Michigan Flywheel",7,3,1,1,-2,5,1.4,0.6,0.2,0.2,-0.4
"1453","Emily Lanegraff","Division 3","Women","Division 3 Women","Carleton Eclipse",3,0,0,1,-2,6,0.5,0,0,0.166666666666667,-0.333333333333333
"1454","Elliot Trimbur","Division 1","Men","Division 1 Men","Oregon State Beavers",3,0,0,1,-2,5,0.6,0,0,0.2,-0.4
"1455","Ellie Martin-Tai","Division 1","Women","Division 1 Women","Western Washington Chaos",3,1,0,0,-2,5,0.6,0.2,0,0,-0.4
"1456","Elena Korch","Division 1","Women","Division 1 Women","Western Washington Chaos",6,3,0,1,-2,5,1.2,0.6,0,0.2,-0.4
"1457","Deborah Lancaster","Division 3","Women","Division 3 Women","Union Jillz",2,0,0,0,-2,6,0.333333333333333,0,0,0,-0.333333333333333
"1458","Dayna Templeton","Division 3","Women","Division 3 Women","Davenport Panthers",4,2,0,0,-2,5,0.8,0.4,0,0,-0.4
"1459","Danielle Weatherwax","Division 1","Women","Division 1 Women","California - San Diego D-Co",2,0,0,0,-2,5,0.4,0,0,0,-0.4
"1460","Corbin Smith","Division 1","Women","Division 1 Women","Colorado State Helle's Belles",3,1,0,0,-2,5,0.6,0.2,0,0,-0.4
"1461","Clara Morton","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",25,3,18,2,-2,6,4.16666666666667,0.5,3,0.333333333333333,-0.333333333333333
"1462","Charles Harder","Division 3","Men","Division 3 Men","Middlebury Pranksters",2,0,0,0,-2,5,0.4,0,0,0,-0.4
"1463","Chamonix Reynolds","Division 1","Women","Division 1 Women","Washington Element",2,0,0,0,-2,5,0.4,0,0,0,-0.4
"1464","Cameron Knox","Division 1","Men","Division 1 Men","Ottawa Gee-Gees",5,1,1,1,-2,5,1,0.2,0.2,0.2,-0.4
"1465","Blythe Paetkau","Division 1","Women","Division 1 Women","Victoria Vikes",6,1,1,2,-2,5,1.2,0.2,0.2,0.4,-0.4
"1466","Billie Feigin","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",2,0,0,0,-2,5,0.4,0,0,0,-0.4
"1467","Ben Noerager","Division 3","Men","Division 3 Men","Berry Bucks",8,2,1,3,-2,6,1.33333333333333,0.333333333333333,0.166666666666667,0.5,-0.333333333333333
"1468","Becky Chen","Division 1","Women","Division 1 Women","Pennsylvania Venus",9,2,2,3,-2,5,1.8,0.4,0.4,0.6,-0.4
"1469","Ava Zuckerman","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",2,0,0,0,-2,5,0.4,0,0,0,-0.4
"1470","Audrey Dewey","Division 3","Women","Division 3 Women","Portland UPRoar",2,0,0,0,-2,6,0.333333333333333,0,0,0,-0.333333333333333
"1471","Annalise Korch","Division 3","Women","Division 3 Women","Portland UPRoar",13,4,4,3,-2,6,2.16666666666667,0.666666666666667,0.666666666666667,0.5,-0.333333333333333
"1472","Anja Kottmann","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",7,5,0,0,-2,6,1.16666666666667,0.833333333333333,0,0,-0.333333333333333
"1473","Ancilla Marie Inocencio","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",6,0,0,4,-2,5,1.2,0,0,0.8,-0.4
"1474","Amelia Hayward","Division 3","Women","Division 3 Women","Middlebury Pranksters",2,0,0,0,-2,5,0.4,0,0,0,-0.4
"1475","Allison Reilly","Division 1","Women","Division 1 Women","North Carolina Pleiades",17,2,10,3,-2,7,2.42857142857143,0.285714285714286,1.42857142857143,0.428571428571429,-0.285714285714286
"1476","Ainsley Waechter","Division 1","Women","Division 1 Women","Western Washington Chaos",3,0,0,1,-2,5,0.6,0,0,0.2,-0.4
"1477","Aimee Crozat","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",3,0,0,1,-2,6,0.5,0,0,0.166666666666667,-0.333333333333333
"1478","Thomas O'Hanlon","Division 3","Men","Division 3 Men","Missouri S&T Miner Threat",5,1,1,0,-3,6,0.833333333333333,0.166666666666667,0.166666666666667,0,-0.5
"1479","Thomas Mazur","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",3,0,0,0,-3,5,0.6,0,0,0,-0.6
"1480","Tess Keyes","Division 1","Women","Division 1 Women","Oregon Fugue",4,1,0,0,-3,6,0.666666666666667,0.166666666666667,0,0,-0.5
"1481","Sylvia Erdely","Division 1","Women","Division 1 Women","Pennsylvania Venus",4,1,0,0,-3,5,0.8,0.2,0,0,-0.6
"1482","Sukhmani Grover","Division 1","Women","Division 1 Women","Pennsylvania Venus",3,0,0,0,-3,5,0.6,0,0,0,-0.6
"1483","Samantha Merritt","Division 1","Women","Division 1 Women","Carleton Syzygy",12,1,5,3,-3,6,2,0.166666666666667,0.833333333333333,0.5,-0.5
"1484","Samantha Medina","Division 1","Women","Division 1 Women","California - San Diego D-Co",5,1,1,0,-3,5,1,0.2,0.2,0,-0.6
"1485","Olivia Mueth","Division 3","Women","Division 3 Women","Union Jillz",5,0,1,1,-3,6,0.833333333333333,0,0.166666666666667,0.166666666666667,-0.5
"1486","Nicole Moran","Division 1","Women","Division 1 Women","California - San Diego D-Co",5,0,1,1,-3,5,1,0,0.2,0.2,-0.6
"1487","Molly Potts","Division 3","Women","Division 3 Women","Mount Holyoke Daisy Chain",21,10,6,2,-3,6,3.5,1.66666666666667,1,0.333333333333333,-0.5
"1488","milton adina","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",5,1,1,0,-3,5,1,0.2,0.2,0,-0.6
"1489","Michelle Wu","Division 1","Women","Division 1 Women","Tufts EWO",3,0,0,0,-3,5,0.6,0,0,0,-0.6
"1490","Michael Yu","Division 3","Men","Division 3 Men","Claremont Braineaters",5,0,1,1,-3,6,0.833333333333333,0,0.166666666666667,0.166666666666667,-0.5
"1491","Maggie McFerran","Division 3","Women","Division 3 Women","Richmond Red Hots",13,6,1,3,-3,6,2.16666666666667,1,0.166666666666667,0.5,-0.5
"1492","Mackenzie Dawson","Division 1","Women","Division 1 Women","Victoria Vikes",9,2,3,1,-3,5,1.8,0.4,0.6,0.2,-0.6
"1493","Lucy Brannon","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",12,5,1,3,-3,6,2,0.833333333333333,0.166666666666667,0.5,-0.5
"1494","Lara Gao","Division 3","Women","Division 3 Women","Mount Holyoke Daisy Chain",10,3,2,2,-3,6,1.66666666666667,0.5,0.333333333333333,0.333333333333333,-0.5
"1495","Ksenia Gotham","Division 1","Women","Division 1 Women","Western Washington Chaos",4,1,0,0,-3,5,0.8,0.2,0,0,-0.6
"1496","Kevin Wyle","Division 3","Men","Division 3 Men","Missouri S&T Miner Threat",5,1,1,0,-3,6,0.833333333333333,0.166666666666667,0.166666666666667,0,-0.5
"1497","Jolie Martin","Division 3","Women","Division 3 Women","Richmond Red Hots",11,6,0,2,-3,6,1.83333333333333,1,0,0.333333333333333,-0.5
"1498","Joel Escobar","Division 3","Men","Division 3 Men","Rochester Piggies",11,1,3,4,-3,6,1.83333333333333,0.166666666666667,0.5,0.666666666666667,-0.5
"1499","Jessie Finkelor","Division 1","Women","Division 1 Women","California - San Diego D-Co",21,2,13,3,-3,5,4.2,0.4,2.6,0.6,-0.6
"1500","Jesse Principe","Division 3","Women","Division 3 Women","Occidental WAC",3,0,0,0,-3,6,0.5,0,0,0,-0.5
"1501","Jason Manning","Division 1","Men","Division 1 Men","North Carolina Darkside",3,0,0,0,-3,6,0.5,0,0,0,-0.5
"1502","Jasmine Puska","Division 1","Women","Division 1 Women","Colorado State Helle's Belles",5,0,1,1,-3,5,1,0,0.2,0.2,-0.6
"1503","Jakob Ayala","Division 1","Men","Division 1 Men","Washington University Contra",3,0,0,0,-3,5,0.6,0,0,0,-0.6
"1504","Jackson Knox (Berry)","Division 3","Men","Division 3 Men","Berry Bucks",5,2,0,0,-3,6,0.833333333333333,0.333333333333333,0,0,-0.5
"1505","Isabella Lin","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",5,1,1,0,-3,6,0.833333333333333,0.166666666666667,0.166666666666667,0,-0.5
"1506","Inbal Armony","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",4,1,0,0,-3,6,0.666666666666667,0.166666666666667,0,0,-0.5
"1507","Helen Buller","Division 3","Women","Division 3 Women","Union Jillz",3,0,0,0,-3,6,0.5,0,0,0,-0.5
"1508","Gian Asci","Division 3","Men","Division 3 Men","Franciscan Fatal",3,0,0,0,-3,6,0.5,0,0,0,-0.5
"1509","Ernesto Clarke","Division 1","Men","Division 1 Men","Georgia Jojah",4,0,0,1,-3,5,0.8,0,0,0.2,-0.6
"1510","Erica Clarke","Division 1","Women","Division 1 Women","Michigan Flywheel",3,0,0,0,-3,5,0.6,0,0,0,-0.6
"1511","Ella Khoury","Division 1","Women","Division 1 Women","California - Santa Barbara Burning Skirts",8,1,0,4,-3,5,1.6,0.2,0,0.8,-0.6
"1512","Ella Barker","Division 1","Women","Division 1 Women","Colorado State Helle's Belles",7,3,0,1,-3,5,1.4,0.6,0,0.2,-0.6
"1513","Eliana Norton","Division 1","Women","Division 1 Women","Oregon Fugue",12,4,4,1,-3,6,2,0.666666666666667,0.666666666666667,0.166666666666667,-0.5
"1514","Eli Chang","Division 1","Men","Division 1 Men","Brown Brownian Motion",5,2,0,0,-3,8,0.625,0.25,0,0,-0.375
"1515","Dylan Mullaney","Division 1","Women","Division 1 Women","California - San Diego D-Co",4,0,0,1,-3,5,0.8,0,0,0.2,-0.6
"1516","Danielle Dattler","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",17,5,3,6,-3,5,3.4,1,0.6,1.2,-0.6
"1517","Daniel Sutton","Division 3","Men","Division 3 Men","Whitman Sweets",3,0,0,0,-3,6,0.5,0,0,0,-0.5
"1518","Claire Bates","Division 1","Women","Division 1 Women","Victoria Vikes",5,1,0,1,-3,5,1,0.2,0,0.2,-0.6
"1519","Christina Coulton","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",3,0,0,0,-3,5,0.6,0,0,0,-0.6
"1520","Celia Nicholson","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",13,3,0,7,-3,6,2.16666666666667,0.5,0,1.16666666666667,-0.5
"1521","Cassandra Banuelos","Division 1","Women","Division 1 Women","Colorado State Helle's Belles",5,1,1,0,-3,5,1,0.2,0.2,0,-0.6
"1522","Carinna Kinnaman","Division 3","Women","Division 3 Women","Middlebury Pranksters",8,4,1,0,-3,5,1.6,0.8,0.2,0,-0.6
"1523","Calliope Cutchins","Division 1","Women","Division 1 Women","Michigan Flywheel",24,2,13,6,-3,5,4.8,0.4,2.6,1.2,-0.6
"1524","Anna Mortensen","Division 3","Women","Division 3 Women","Occidental WAC",8,3,0,2,-3,6,1.33333333333333,0.5,0,0.333333333333333,-0.5
"1525","Anna Carlson","Division 1","Women","Division 1 Women","Oregon Fugue",9,1,3,2,-3,6,1.5,0.166666666666667,0.5,0.333333333333333,-0.5
"1526","Alexandra Lederman","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",4,0,0,1,-3,6,0.666666666666667,0,0,0.166666666666667,-0.5
"1527","Alexander (Zander) Lutz","Division 1","Men","Division 1 Men","Penn State Spank",11,2,4,2,-3,5,2.2,0.4,0.8,0.4,-0.6
"1528","Addison Hardin","Division 3","Women","Division 3 Women","Davenport Panthers",13,6,0,4,-3,5,2.6,1.2,0,0.8,-0.6
"1529","Vincent Zhang","Division 1","Men","Division 1 Men","NC State Alpha",6,0,2,0,-4,6,1,0,0.333333333333333,0,-0.666666666666667
"1530","Seth Fisher-Olvera","Division 1","Men","Division 1 Men","Washington University Contra",11,2,3,2,-4,5,2.2,0.4,0.6,0.4,-0.8
"1531","Samantha Coulton","Division 1","Women","Division 1 Women","SUNY - Binghamton Big Bear",5,1,0,0,-4,5,1,0.2,0,0,-0.8
"1532","Raphael Epstein","Division 1","Men","Division 1 Men","Washington University Contra",6,1,1,0,-4,5,1.2,0.2,0.2,0,-0.8
"1533","Rachel Barkan","Division 1","Women","Division 1 Women","Michigan Flywheel",4,0,0,0,-4,5,0.8,0,0,0,-0.8
"1534","Poppy Wagner","Division 1","Women","Division 1 Women","Pennsylvania Venus",16,4,7,1,-4,5,3.2,0.8,1.4,0.2,-0.8
"1535","Natalie Lang-Ree","Division 3","Women","Division 3 Women","Carleton Eclipse",17,7,3,3,-4,6,2.83333333333333,1.16666666666667,0.5,0.5,-0.666666666666667
"1536","Nahlah Mkaouri","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",7,1,1,1,-4,5,1.4,0.2,0.2,0.2,-0.8
"1537","Miu Shiraiwa","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",6,1,0,1,-4,6,1,0.166666666666667,0,0.166666666666667,-0.666666666666667
"1538","Margaret Heffernan","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",12,4,1,3,-4,6,2,0.666666666666667,0.166666666666667,0.5,-0.666666666666667
"1539","Mae Browning","Division 1","Women","Division 1 Women","Vermont Ruckus",31,12,13,2,-4,6,5.16666666666667,2,2.16666666666667,0.333333333333333,-0.666666666666667
"1540","luxuan Chang","Division 3","Men","Division 3 Men","Claremont Braineaters",6,1,1,0,-4,6,1,0.166666666666667,0.166666666666667,0,-0.666666666666667
"1541","Lucy Leither","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",15,6,1,4,-4,6,2.5,1,0.166666666666667,0.666666666666667,-0.666666666666667
"1542","Lily Freeman","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",5,1,0,0,-4,6,0.833333333333333,0.166666666666667,0,0,-0.666666666666667
"1543","Jonathan Newman","Division 3","Men","Division 3 Men","Davenport Panthers",7,3,0,0,-4,6,1.16666666666667,0.5,0,0,-0.666666666666667
"1544","Fiona Cashin","Division 1","Women","Division 1 Women","Georgia Athena",26,7,6,9,-4,5,5.2,1.4,1.2,1.8,-0.8
"1545","Emma Jansen","Division 3","Women","Division 3 Women","St Olaf Vortex",8,4,0,0,-4,5,1.6,0.8,0,0,-0.8
"1546","Eliza Williams-Derry","Division 3","Women","Division 3 Women","Mount Holyoke Daisy Chain",28,7,9,8,-4,6,4.66666666666667,1.16666666666667,1.5,1.33333333333333,-0.666666666666667
"1547","Clara Moss","Division 1","Women","Division 1 Women","Michigan Flywheel",5,0,1,0,-4,5,1,0,0.2,0,-0.8
"1548","Claire Wilson-Black","Division 3","Women","Division 3 Women","Occidental WAC",11,0,2,5,-4,6,1.83333333333333,0,0.333333333333333,0.833333333333333,-0.666666666666667
"1549","Celeste Alden","Division 3","Women","Division 3 Women","Middlebury Pranksters",10,2,3,1,-4,5,2,0.4,0.6,0.2,-0.8
"1550","Cassidy Recker","Division 3","Women","Division 3 Women","Colorado College Zenith",23,4,13,2,-4,6,3.83333333333333,0.666666666666667,2.16666666666667,0.333333333333333,-0.666666666666667
"1551","Carolyn Rivero","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",12,3,1,4,-4,6,2,0.5,0.166666666666667,0.666666666666667,-0.666666666666667
"1552","Camden Thomason","Division 3","Women","Division 3 Women","Richmond Red Hots",11,4,1,2,-4,6,1.83333333333333,0.666666666666667,0.166666666666667,0.333333333333333,-0.666666666666667
"1553","Caleb Moran","Division 1","Men","Division 1 Men","Brown Brownian Motion",6,0,2,0,-4,8,0.75,0,0.25,0,-0.5
"1554","Brielle Ramsdal","Division 1","Women","Division 1 Women","Oregon Fugue",4,0,0,0,-4,6,0.666666666666667,0,0,0,-0.666666666666667
"1555","Benjamin Sparks","Division 3","Men","Division 3 Men","Bates Orange Whip",4,0,0,0,-4,6,0.666666666666667,0,0,0,-0.666666666666667
"1556","Andrew Li","Division 1","Men","Division 1 Men","North Carolina Darkside",7,1,0,2,-4,6,1.16666666666667,0.166666666666667,0,0.333333333333333,-0.666666666666667
"1557","Allison Ryan","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",12,2,1,5,-4,5,2.4,0.4,0.2,1,-0.8
"1558","Alexa Jeantette-Coca","Division 1","Women","Division 1 Women","Western Washington Chaos",12,0,3,5,-4,5,2.4,0,0.6,1,-0.8
"1559","Addelyne Lilley","Division 3","Women","Division 3 Women","Wellesley Whiptails",10,3,2,1,-4,6,1.66666666666667,0.5,0.333333333333333,0.166666666666667,-0.666666666666667
"1560","Shaelyn Woo","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",6,0,1,0,-5,6,1,0,0.166666666666667,0,-0.833333333333333
"1561","Ridge Huang","Division 1","Men","Division 1 Men","Cal Ursa Major",15,0,9,1,-5,5,3,0,1.8,0.2,-1
"1562","Olivia Benton","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",7,1,1,0,-5,6,1.16666666666667,0.166666666666667,0.166666666666667,0,-0.833333333333333
"1563","Nola Busansky","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",28,14,7,2,-5,6,4.66666666666667,2.33333333333333,1.16666666666667,0.333333333333333,-0.833333333333333
"1564","Natalie Collier","Division 1","Women","Division 1 Women","Western Washington Chaos",15,2,5,3,-5,5,3,0.4,1,0.6,-1
"1565","Morgan Bridges","Division 3","Women","Division 3 Women","Portland UPRoar",13,6,2,0,-5,6,2.16666666666667,1,0.333333333333333,0,-0.833333333333333
"1566","Liana Bradley","Division 1","Women","Division 1 Women","Colorado Quandary",11,1,2,3,-5,7,1.57142857142857,0.142857142857143,0.285714285714286,0.428571428571429,-0.714285714285714
"1567","Lauren Wu","Division 3","Women","Division 3 Women","Wellesley Whiptails",9,3,1,0,-5,6,1.5,0.5,0.166666666666667,0,-0.833333333333333
"1568","Haruna Krumholz","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",6,0,1,0,-5,5,1.2,0,0.2,0,-1
"1569","Grace Prince","Division 3","Women","Division 3 Women","Carleton Eclipse",10,0,3,2,-5,6,1.66666666666667,0,0.5,0.333333333333333,-0.833333333333333
"1570","Emmett Young","Division 1","Men","Division 1 Men","Brown Brownian Motion",9,2,1,1,-5,8,1.125,0.25,0.125,0.125,-0.625
"1571","Emma Williamson","Division 1","Women","Division 1 Women","Colorado Quandary",21,3,11,2,-5,7,3,0.428571428571429,1.57142857142857,0.285714285714286,-0.714285714285714
"1572","Zane Bird Smith","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",27,8,10,3,-6,5,5.4,1.6,2,0.6,-1.2
"1573","Zachary Sanders","Division 3","Men","Division 3 Men","Missouri S&T Miner Threat",30,4,16,4,-6,6,5,0.666666666666667,2.66666666666667,0.666666666666667,-1
"1574","Yasmin Banares","Division 3","Women","Division 3 Women","Davenport Panthers",33,13,8,6,-6,5,6.6,2.6,1.6,1.2,-1.2
"1575","Sonja Lee","Division 1","Women","Division 1 Women","Washington Element",11,3,1,1,-6,5,2.2,0.6,0.2,0.2,-1.2
"1576","Sarah Clarke","Division 3","Women","Division 3 Women","Richmond Red Hots",7,1,0,0,-6,6,1.16666666666667,0.166666666666667,0,0,-1
"1577","Sage Migon","Division 1","Women","Division 1 Women","Utah Spiral Jetty",7,0,0,1,-6,5,1.4,0,0,0.2,-1.2
"1578","Mia Beeman-Weber","Division 1","Women","Division 1 Women","Carleton Syzygy",22,3,13,0,-6,6,3.66666666666667,0.5,2.16666666666667,0,-1
"1579","Meghan Quigley","Division 1","Women","Division 1 Women","Michigan Flywheel",8,1,0,1,-6,5,1.6,0.2,0,0.2,-1.2
"1580","Mae Kline","Division 1","Women","Division 1 Women","Georgia Athena",7,1,0,0,-6,5,1.4,0.2,0,0,-1.2
"1581","Madison Ong","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",13,0,6,1,-6,6,2.16666666666667,0,1,0.166666666666667,-1
"1582","Karina Illingworth","Division 1","Women","Division 1 Women","Utah Spiral Jetty",7,0,1,0,-6,5,1.4,0,0.2,0,-1.2
"1583","Hannah Pierce","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",10,2,1,1,-6,6,1.66666666666667,0.333333333333333,0.166666666666667,0.166666666666667,-1
"1584","Grace McCann","Division 3","Women","Division 3 Women","Davenport Panthers",6,0,0,0,-6,5,1.2,0,0,0,-1.2
"1585","Emily Pozzy","Division 1","Women","Division 1 Women","Vermont Ruckus",34,13,11,4,-6,6,5.66666666666667,2.16666666666667,1.83333333333333,0.666666666666667,-1
"1586","Elizabeth Rosen","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",13,3,1,3,-6,6,2.16666666666667,0.5,0.166666666666667,0.5,-1
"1587","Claire Knopf","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",17,6,3,2,-6,6,2.83333333333333,1,0.5,0.333333333333333,-1
"1588","Caroline Cooper","Division 3","Women","Division 3 Women","Carleton Eclipse",13,4,3,0,-6,6,2.16666666666667,0.666666666666667,0.5,0,-1
"1589","Caroline Bach","Division 1","Women","Division 1 Women","Pennsylvania Venus",16,1,4,5,-6,5,3.2,0.2,0.8,1,-1.2
"1590","brodie monohan","Division 3","Men","Division 3 Men","Whitman Sweets",16,3,4,3,-6,6,2.66666666666667,0.5,0.666666666666667,0.5,-1
